address,mac,ssid,latitude,longitude,geocoded_address
1 Applebees Way Glendale CA,AA:BB:CC:DD:EE:37,Applebees_5,34.146288,-118.254947,"Glendale, California, United States"
1 Chilis Way Dallas TX,AA:BB:CC:DD:EE:38,Chilis_5,32.781339,-96.799759,"Dallas, Texas, United States"
1 TGI Fridays Way Dallas TX,AA:BB:CC:DD:EE:39,Fridays_5,32.923282,-96.750161,"Ti Boulevard, Dallas, Texas 75243, United States"
1 Olive Garden Way Orlando FL,AA:BB:CC:DD:EE:3A,OliveGarden_5,28.54211,-81.379039,"Orlando, Florida, United States"
1 Red Lobster Way Orlando FL,AA:BB:CC:DD:EE:3B,RedLobster_5,28.54211,-81.379039,"Orlando, Florida, United States"
1 Outback Way Tampa FL,AA:BB:CC:DD:EE:3C,Outback_5,28.560591,-82.319854,"Outback Way, Brooksville, Florida 34601, United States"
1 Texas Roadhouse Way Louisville KY,AA:BB:CC:DD:EE:3D,TexasRoadhouse_5,38.217245,-85.743848,"1 Texas Avenue, Louisville, Kentucky 40217, United States"
1 LongHorn Way Orlando FL,AA:BB:CC:DD:EE:3E,LongHorn_5,28.320728,-81.413279,"Longhorn Court, Kissimmee, Florida 34741, United States"
1 Cracker Barrel Way Lebanon TN,AA:BB:CC:DD:EE:3F,CrackerBarrel_5,36.207951,-86.2909,"Lebanon, Tennessee, United States"
1 Bob Evans Way Columbus OH,AA:BB:CC:DD:EE:40,BobEvans_5,39.962232,-83.000642,"Columbus, Ohio, United States"
1 Dennys Way Spartanburg SC,AA:BB:CC:DD:EE:41,Dennys_5,34.949572,-81.931681,"Spartanburg, South Carolina, United States"
1 IHOP Way Glendale CA,AA:BB:CC:DD:EE:42,IHOP_5,34.146288,-118.254947,"Glendale, California, United States"
1 Waffle House Way Norcross GA,AA:BB:CC:DD:EE:43,WaffleHouse_5,33.941137,-84.211514,"Norcross, Georgia, United States"
1 Perkins Way Memphis TN,AA:BB:CC:DD:EE:44,Perkins_5,35.777972,-84.119115,"Perkins Way, Friendsville, Tennessee 37737, United States"
1 Village Inn Way Denver CO,AA:BB:CC:DD:EE:45,VillageInn_5,39.741681,-104.986109,"Denver, Colorado, United States"
1 Shoneys Way Nashville TN,AA:BB:CC:DD:EE:46,Shoneys_5,36.164518,-86.781073,"Nashville, Tennessee, United States"
1 Golden Corral Way Raleigh NC,AA:BB:CC:DD:EE:47,GoldenCorral_5,35.779557,-78.638148,"Raleigh, North Carolina, United States"
1 Ryans Way Greer SC,AA:BB:CC:DD:EE:48,Ryans_5,43.44312,-76.4886,"1 Ryan's Way, Oswego, New York 13126, United States"
1 Hometown Buffet Way San Diego CA,AA:BB:CC:DD:EE:49,Hometown_5,32.713623,-117.16016,"San Diego, California, United States"
1 Sizzler Way Mission Viejo CA,AA:BB:CC:DD:EE:4A,Sizzler_5,32.836784,-116.981972,"Mission Viejo Court, Santee, California 92071, United States"
1 Ponderosa Way Dayton OH,AA:BB:CC:DD:EE:4B,Ponderosa_5,39.758781,-84.19637,"Dayton, Ohio, United States"
1 Bonanza Way Dallas TX,AA:BB:CC:DD:EE:4C,Bonanza_5,32.722346,-96.8977,"Bonanza Lane, Dallas, Texas 75211, United States"
1 Lubys Way Houston TX,AA:BB:CC:DD:EE:4D,Lubys_5,30.542237,-95.479229,"Rubys Way, New Waverly, Texas 77358, United States"
1 Furrs Way Albuquerque NM,AA:BB:CC:DD:EE:4E,Furrs_5,35.088192,-106.650945,"Albuquerque, New Mexico, United States"
1 Piccadilly Way Baton Rouge LA,AA:BB:CC:DD:EE:4F,Piccadilly_5,30.447224,-91.186948,"Baton Rouge, Louisiana, United States"
1 K&W Way Winston-Salem NC,AA:BB:CC:DD:EE:50,KW_5,36.098406,-80.244912,"Winston-Salem, North Carolina, United States"
1 Morrisons Way Mobile AL,AA:BB:CC:DD:EE:51,Morrisons_5,30.689752,-88.042148,"Mobile, Alabama, United States"
1 MCL Way Indianapolis IN,AA:BB:CC:DD:EE:52,MCL_5,50.90814,-1.50213,"1 Mill Way, Totton, Southampton, SO40 7JF, United Kingdom"
1 Souplantation Way San Diego CA,AA:BB:CC:DD:EE:53,Souplantation_5,32.713623,-117.16016,"San Diego, California, United States"
1 Sweet Tomatoes Way Lakewood CO,AA:BB:CC:DD:EE:54,SweetTomatoes_5,39.708706,-105.086267,"Lakewood, Colorado, United States"
1 Cici's Pizza Way Coppell TX,AA:BB:CC:DD:EE:55,Cicis_5,32.971074,-96.993606,"Coppell, Texas, United States"
1 Chuck E Cheese Way Irving TX,AA:BB:CC:DD:EE:56,ChuckECheese_5,32.82938,-96.944127,"Irving, Texas, United States"
1 Dave and Busters Way Dallas TX,AA:BB:CC:DD:EE:57,DaveAndBusters_5,32.781339,-96.799759,"Dallas, Texas, United States"
1 Main Event Way Dallas TX,AA:BB:CC:DD:EE:58,MainEvent_5,32.781339,-96.799759,"Dallas, Texas, United States"
1600 Pennsylvania Avenue NW Washington DC,AA:BB:CC:DD:EE:59,WhiteHouse_6,38.897684,-77.036574,"1600 Pennsylvania Avenue Northwest, Washington, District of Columbia 20500, United States"
350 Fifth Avenue New York NY,AA:BB:CC:DD:EE:5A,Empire_6,40.672196,-73.984612,"350 Fifth Avenue, Brooklyn, New York 11215, United States"
1 Infinite Loop Cupertino CA,AA:BB:CC:DD:EE:5B,Apple_6,37.331522,-122.03023,"1 Infinite Loop, Cupertino, California 95014, United States"
1 Microsoft Way Redmond WA,AA:BB:CC:DD:EE:5C,Microsoft_6,47.640606,-122.127912,"1 NE One Microsoft Way, Redmond, Washington 98052, United States"
1 Hacker Way Menlo Park CA,AA:BB:CC:DD:EE:5D,Facebook_6,37.485134,-122.148712,"1 Hacker Way, Menlo Park, California 94025, United States"
1901 S Bell Ave Chicago IL,AA:BB:CC:DD:EE:5E,Google_6,41.864169,-87.688184,"1901 South Campbell Avenue, Chicago, Illinois 60612, United States"
410 Terry Ave N Seattle WA,AA:BB:CC:DD:EE:5F,Amazon_6,47.62231,-122.336748,"410 Terry Avenue North, Seattle, Washington 98109, United States"
1 Tesla Road Austin TX,AA:BB:CC:DD:EE:60,Tesla_6,30.222695,-97.618788,"1 Tesla Road, Austin, Texas 78725, United States"
1 Apple Park Way Cupertino CA,AA:BB:CC:DD:EE:61,ApplePark_6,37.33484,-122.0113,"1 Apple Park Way, Cupertino, California 95014, United States"
500 Oracle Parkway Redwood City CA,AA:BB:CC:DD:EE:62,Oracle_6,37.530685,-122.262431,"500 Oracle Parkway, Redwood City, California 94065, United States"
100 Oracle Parkway Redwood City CA,AA:BB:CC:DD:EE:63,Oracle2_6,37.529394,-122.265808,"100 Oracle Parkway, Redwood City, California 94070, United States"
200 Oracle Parkway Redwood City CA,AA:BB:CC:DD:EE:64,Oracle3_6,37.53074,-122.26557,"200 Oracle Parkway, Redwood City, California 94065, United States"
300 Oracle Parkway Redwood City CA,AA:BB:CC:DD:EE:65,Oracle4_6,37.531192,-122.264645,"300 Oracle Parkway, Redwood City, California 94065, United States"
400 Oracle Parkway Redwood City CA,AA:BB:CC:DD:EE:66,Oracle5_6,37.530844,-122.263484,"400 Oracle Parkway, Redwood City, California 94065, United States"
600 Oracle Parkway Redwood City CA,AA:BB:CC:DD:EE:67,Oracle6_6,37.52981,-122.26198,"600 Oracle Parkway, Redwood City, California 94065, United States"
700 Oracle Parkway Redwood City CA,AA:BB:CC:DD:EE:68,Oracle7_6,37.530014,-122.260626,"700 Oracle Parkway, Redwood City, California 94065, United States"
800 Oracle Parkway Redwood City CA,AA:BB:CC:DD:EE:69,Oracle8_6,37.529531,-122.260512,"800 Oracle Parkway, Redwood City, California 94065, United States"
900 Oracle Parkway Redwood City CA,AA:BB:CC:DD:EE:6A,Oracle9_6,37.529173,-122.260178,"900 Oracle Parkway, Redwood City, California 94065, United States"
1000 Oracle Parkway Redwood City CA,AA:BB:CC:DD:EE:6B,Oracle10_6,37.528699,-122.260069,"1000 Oracle Parkway, Redwood City, California 94065, United States"
1 CNN Center Atlanta GA,AA:BB:CC:DD:EE:6C,CNN_6,33.757489,-84.394522,"1 Cnn Ctr NW, Atlanta, Georgia 30303, United States"
30 Rockefeller Plaza New York NY,AA:BB:CC:DD:EE:6D,NBC_6,40.759281,-73.979808,"30 Rockefeller Plaza, New York, New York 10112, United States"
77 W 66th St New York NY,AA:BB:CC:DD:EE:6E,ABC_6,40.773437,-73.980607,"77 West 66th Street, New York, New York 10023, United States"
51 W 52nd St New York NY,AA:BB:CC:DD:EE:6F,CBS_6,40.761169,-73.978812,"51 West 52nd Street, New York, New York 10019, United States"
1211 Avenue of the Americas New York NY,AA:BB:CC:DD:EE:70,Fox_6,40.758599,-73.982236,"1211 Sixth Avenue, New York, New York 10022, United States"
1 Time Warner Center New York NY,AA:BB:CC:DD:EE:71,TimeWarner_6,40.767972,-73.982924,"1 Time Warner Ctr, New York, New York 10019, United States"
1 AT&T Plaza Dallas TX,AA:BB:CC:DD:EE:72,ATT_6,32.781339,-96.799759,"Dallas, Texas, United States"
1095 Avenue of the Americas New York NY,AA:BB:CC:DD:EE:73,Verizon_6,40.75466,-73.984732,"1095 Sixth Avenue, New York, New York 10036, United States"
600 New Jersey Ave NW Washington DC,AA:BB:CC:DD:EE:74,Sprint_6,38.89784,-77.0126,"600 New Jersey Avenue Northwest, Washington, District of Columbia 20001, United States"
6200 Sprint Pkwy Overland Park KS,AA:BB:CC:DD:EE:75,SprintHQ_6,38.915579,-94.658709,"6200 Sprint Pkwy, Overland Park, Kansas 66211, United States"
1 Coca Cola Plaza Atlanta GA,AA:BB:CC:DD:EE:76,CocaCola_6,33.771079,-84.396874,"1 Coca Cola Plz NW, Atlanta, Georgia 30313, United States"
1 Pepsi Way Purchase NY,AA:BB:CC:DD:EE:77,Pepsi_6,41.511772,-74.052587,"1 Pepsi Way, Newburgh, New York 12550, United States"
1 Dr Pepper Way Plano TX,AA:BB:CC:DD:EE:78,DrPepper_6,33.019677,-96.699236,"Plano, Texas, United States"
1 Monster Way Corona CA,AA:BB:CC:DD:EE:79,Monster_6,33.886641,-117.513232,"1 Monster Way, Corona, California 92879, United States"
1 Red Bull Way Santa Monica CA,AA:BB:CC:DD:EE:7A,RedBull_6,37.754446,-121.371036,"Banta, California, United States"
1 Starbucks Way Seattle WA,AA:BB:CC:DD:EE:7B,Starbucks_6,46.519321,-118.12762,"Starbuck, Washington, United States"
1 Dunkin Way Canton MA,AA:BB:CC:DD:EE:7C,Dunkin_6,44.023054,-70.657049,"1 Dunkin Way, Bridgton, Maine 04009, United States"
1 McDonalds Plaza Oak Brook IL,AA:BB:CC:DD:EE:7D,McDonalds_6,41.832871,-87.928694,"Oak Brook, Illinois, United States"
1 Burger King Way Miami FL,AA:BB:CC:DD:EE:7E,BurgerKing_6,25.773357,-80.1919,"Miami, Florida, United States"
1 Wendys Way Dublin OH,AA:BB:CC:DD:EE:7F,Wendys_6,39.642213,-84.237621,"1 Wendy Way, West Carrollton, Ohio 45449, United States"
1 Taco Bell Way Irvine CA,AA:BB:CC:DD:EE:80,TacoBell_6,33.684617,-117.82634,"Irvine, California, United States"
1 KFC Way Louisville KY,AA:BB:CC:DD:EE:81,KFC_6,38.253246,-85.758804,"Louisville, Kentucky, United States"
1 Pizza Hut Way Plano TX,AA:BB:CC:DD:EE:82,PizzaHut_6,33.019677,-96.699236,"Plano, Texas, United States"
1 Dominos Way Ann Arbor MI,AA:BB:CC:DD:EE:83,Dominos_6,42.281424,-83.748499,"Ann Arbor, Michigan, United States"
1 Papa Johns Way Louisville KY,AA:BB:CC:DD:EE:84,PapaJohns_6,38.253246,-85.758804,"Louisville, Kentucky, United States"
1 Subway Way Milford CT,AA:BB:CC:DD:EE:85,Subway_6,41.222399,-73.056719,"Milford, Connecticut, United States"
1 Chipotle Way Newport Beach CA,AA:BB:CC:DD:EE:86,Chipotle_6,33.617991,-117.930145,"Newport Beach, California, United States"
1 Panera Way St Louis MO,AA:BB:CC:DD:EE:87,Panera_6,38.627464,-90.19835,"St. Louis, Missouri, United States"
1 Chick-fil-A Way Atlanta GA,AA:BB:CC:DD:EE:88,ChickfilA_6,33.750801,-84.389855,"Atlanta, Georgia, United States"
1 In-N-Out Way Irvine CA,AA:BB:CC:DD:EE:89,InNOut_6,33.684617,-117.82634,"Irvine, California, United States"
1 Five Guys Way Lorton VA,AA:BB:CC:DD:EE:8A,FiveGuys_6,38.704564,-77.219518,"Lorton, Virginia, United States"
1 Shake Shack Way New York NY,AA:BB:CC:DD:EE:8B,ShakeShack_6,40.712749,-74.005994,"New York, New York, United States"
1 White Castle Way Columbus OH,AA:BB:CC:DD:EE:8C,WhiteCastle_6,39.962232,-83.000642,"Columbus, Ohio, United States"
1 Sonic Way Oklahoma City OK,AA:BB:CC:DD:EE:8D,Sonic_6,35.46883,-97.517981,"Oklahoma City, Oklahoma, United States"
1 Arbys Way Atlanta GA,AA:BB:CC:DD:EE:8E,Arbys_6,33.750801,-84.389855,"Atlanta, Georgia, United States"
1 Jack in the Box Way San Diego CA,AA:BB:CC:DD:EE:8F,JackBox_6,32.713623,-117.16016,"San Diego, California, United States"
1 Carl's Jr Way Anaheim CA,AA:BB:CC:DD:EE:90,CarlsJr_6,33.833337,-117.913192,"Anaheim, California, United States"
1 Hardees Way Rocky Mount NC,AA:BB:CC:DD:EE:91,Hardees_6,35.939026,-77.800244,"Rocky Mount, North Carolina, United States"
1 Popeyes Way Miami FL,AA:BB:CC:DD:EE:92,Popeyes_6,25.773357,-80.1919,"Miami, Florida, United States"
1 Bojangles Way Charlotte NC,AA:BB:CC:DD:EE:93,Bojangles_6,35.227207,-80.84309,"Charlotte, North Carolina, United States"
1 Zaxbys Way Athens GA,AA:BB:CC:DD:EE:94,Zaxbys_6,33.87319,-83.47376,"Way, Watkinsville, Georgia 30677, United States"
1 Raising Canes Way Baton Rouge LA,AA:BB:CC:DD:EE:95,RaisingCanes_6,30.447224,-91.186948,"Baton Rouge, Louisiana, United States"
1 Wingstop Way Dallas TX,AA:BB:CC:DD:EE:96,Wingstop_6,32.781339,-96.799759,"Dallas, Texas, United States"
1 Buffalo Wild Wings Way Minneapolis MN,AA:BB:CC:DD:EE:97,BWW_6,44.976106,-93.266096,"Minneapolis, Minnesota, United States"
1 Hooters Way Clearwater FL,AA:BB:CC:DD:EE:98,Hooters_6,27.962345,-82.801662,"Clearwater, Florida, United States"
1 Twin Peaks Way Dallas TX,AA:BB:CC:DD:EE:99,TwinPeaks_6,32.781339,-96.799759,"Dallas, Texas, United States"
1 Tilted Kilt Way Tempe AZ,AA:BB:CC:DD:EE:9A,TiltedKilt_6,33.425508,-111.939965,"Tempe, Arizona, United States"
1 Applebees Way Glendale CA,AA:BB:CC:DD:EE:9B,Applebees_6,34.146288,-118.254947,"Glendale, California, United States"
1 Chilis Way Dallas TX,AA:BB:CC:DD:EE:9C,Chilis_6,32.781339,-96.799759,"Dallas, Texas, United States"
1 TGI Fridays Way Dallas TX,AA:BB:CC:DD:EE:9D,Fridays_6,32.923282,-96.750161,"Ti Boulevard, Dallas, Texas 75243, United States"
1 Olive Garden Way Orlando FL,AA:BB:CC:DD:EE:9E,OliveGarden_6,28.54211,-81.379039,"Orlando, Florida, United States"
1 Red Lobster Way Orlando FL,AA:BB:CC:DD:EE:9F,RedLobster_6,28.54211,-81.379039,"Orlando, Florida, United States"
1 Outback Way Tampa FL,AA:BB:CC:DD:EE:A0,Outback_6,28.560591,-82.319854,"Outback Way, Brooksville, Florida 34601, United States"
1 Texas Roadhouse Way Louisville KY,AA:BB:CC:DD:EE:A1,TexasRoadhouse_6,38.217245,-85.743848,"1 Texas Avenue, Louisville, Kentucky 40217, United States"
1 LongHorn Way Orlando FL,AA:BB:CC:DD:EE:A2,LongHorn_6,28.320728,-81.413279,"Longhorn Court, Kissimmee, Florida 34741, United States"
1 Cracker Barrel Way Lebanon TN,AA:BB:CC:DD:EE:A3,CrackerBarrel_6,36.207951,-86.2909,"Lebanon, Tennessee, United States"
1 Bob Evans Way Columbus OH,AA:BB:CC:DD:EE:A4,BobEvans_6,39.962232,-83.000642,"Columbus, Ohio, United States"
1 Dennys Way Spartanburg SC,AA:BB:CC:DD:EE:A5,Dennys_6,34.949572,-81.931681,"Spartanburg, South Carolina, United States"
1 IHOP Way Glendale CA,AA:BB:CC:DD:EE:A6,IHOP_6,34.146288,-118.254947,"Glendale, California, United States"
1 Waffle House Way Norcross GA,AA:BB:CC:DD:EE:A7,WaffleHouse_6,33.941137,-84.211514,"Norcross, Georgia, United States"
1 Perkins Way Memphis TN,AA:BB:CC:DD:EE:A8,Perkins_6,35.777972,-84.119115,"Perkins Way, Friendsville, Tennessee 37737, United States"
1 Village Inn Way Denver CO,AA:BB:CC:DD:EE:A9,VillageInn_6,39.741681,-104.986109,"Denver, Colorado, United States"
1 Shoneys Way Nashville TN,AA:BB:CC:DD:EE:AA,Shoneys_6,36.164518,-86.781073,"Nashville, Tennessee, United States"
1 Golden Corral Way Raleigh NC,AA:BB:CC:DD:EE:AB,GoldenCorral_6,35.779557,-78.638148,"Raleigh, North Carolina, United States"
1 Ryans Way Greer SC,AA:BB:CC:DD:EE:AC,Ryans_6,43.44312,-76.4886,"1 Ryan's Way, Oswego, New York 13126, United States"
1 Hometown Buffet Way San Diego CA,AA:BB:CC:DD:EE:AD,Hometown_6,32.713623,-117.16016,"San Diego, California, United States"
1 Sizzler Way Mission Viejo CA,AA:BB:CC:DD:EE:AE,Sizzler_6,32.836784,-116.981972,"Mission Viejo Court, Santee, California 92071, United States"
1 Ponderosa Way Dayton OH,AA:BB:CC:DD:EE:AF,Ponderosa_6,39.758781,-84.19637,"Dayton, Ohio, United States"
1 Bonanza Way Dallas TX,AA:BB:CC:DD:EE:B0,Bonanza_6,32.722346,-96.8977,"Bonanza Lane, Dallas, Texas 75211, United States"
1 Lubys Way Houston TX,AA:BB:CC:DD:EE:B1,Lubys_6,30.542237,-95.479229,"Rubys Way, New Waverly, Texas 77358, United States"
1 Furrs Way Albuquerque NM,AA:BB:CC:DD:EE:B2,Furrs_6,35.088192,-106.650945,"Albuquerque, New Mexico, United States"
1 Piccadilly Way Baton Rouge LA,AA:BB:CC:DD:EE:B3,Piccadilly_6,30.447224,-91.186948,"Baton Rouge, Louisiana, United States"
1 K&W Way Winston-Salem NC,AA:BB:CC:DD:EE:B4,KW_6,36.098406,-80.244912,"Winston-Salem, North Carolina, United States"
1 Morrisons Way Mobile AL,AA:BB:CC:DD:EE:B5,Morrisons_6,30.689752,-88.042148,"Mobile, Alabama, United States"
1 MCL Way Indianapolis IN,AA:BB:CC:DD:EE:B6,MCL_6,50.90814,-1.50213,"1 Mill Way, Totton, Southampton, SO40 7JF, United Kingdom"
1 Souplantation Way San Diego CA,AA:BB:CC:DD:EE:B7,Souplantation_6,32.713623,-117.16016,"San Diego, California, United States"
1 Sweet Tomatoes Way Lakewood CO,AA:BB:CC:DD:EE:B8,SweetTomatoes_6,39.708706,-105.086267,"Lakewood, Colorado, United States"
1 Cici's Pizza Way Coppell TX,AA:BB:CC:DD:EE:B9,Cicis_6,32.971074,-96.993606,"Coppell, Texas, United States"
1 Chuck E Cheese Way Irving TX,AA:BB:CC:DD:EE:BA,ChuckECheese_6,32.82938,-96.944127,"Irving, Texas, United States"
1 Dave and Busters Way Dallas TX,AA:BB:CC:DD:EE:BB,DaveAndBusters_6,32.781339,-96.799759,"Dallas, Texas, United States"
1 Main Event Way Dallas TX,AA:BB:CC:DD:EE:BC,MainEvent_6,32.781339,-96.799759,"Dallas, Texas, United States"
1600 Pennsylvania Avenue NW Washington DC,AA:BB:CC:DD:EE:BD,WhiteHouse_7,38.897684,-77.036574,"1600 Pennsylvania Avenue Northwest, Washington, District of Columbia 20500, United States"
350 Fifth Avenue New York NY,AA:BB:CC:DD:EE:BE,Empire_7,40.672196,-73.984612,"350 Fifth Avenue, Brooklyn, New York 11215, United States"
1 Infinite Loop Cupertino CA,AA:BB:CC:DD:EE:BF,Apple_7,37.331522,-122.03023,"1 Infinite Loop, Cupertino, California 95014, United States"
1 Microsoft Way Redmond WA,AA:BB:CC:DD:EE:C0,Microsoft_7,47.640606,-122.127912,"1 NE One Microsoft Way, Redmond, Washington 98052, United States"
1 Hacker Way Menlo Park CA,AA:BB:CC:DD:EE:C1,Facebook_7,37.485134,-122.148712,"1 Hacker Way, Menlo Park, California 94025, United States"
1901 S Bell Ave Chicago IL,AA:BB:CC:DD:EE:C2,Google_7,41.864169,-87.688184,"1901 South Campbell Avenue, Chicago, Illinois 60612, United States"
410 Terry Ave N Seattle WA,AA:BB:CC:DD:EE:C3,Amazon_7,47.62231,-122.336748,"410 Terry Avenue North, Seattle, Washington 98109, United States"
1 Tesla Road Austin TX,AA:BB:CC:DD:EE:C4,Tesla_7,30.222695,-97.618788,"1 Tesla Road, Austin, Texas 78725, United States"
1 Apple Park Way Cupertino CA,AA:BB:CC:DD:EE:C5,ApplePark_7,37.33484,-122.0113,"1 Apple Park Way, Cupertino, California 95014, United States"
500 Oracle Parkway Redwood City CA,AA:BB:CC:DD:EE:C6,Oracle_7,37.530685,-122.262431,"500 Oracle Parkway, Redwood City, California 94065, United States"
100 Oracle Parkway Redwood City CA,AA:BB:CC:DD:EE:C7,Oracle2_7,37.529394,-122.265808,"100 Oracle Parkway, Redwood City, California 94070, United States"
200 Oracle Parkway Redwood City CA,AA:BB:CC:DD:EE:C8,Oracle3_7,37.53074,-122.26557,"200 Oracle Parkway, Redwood City, California 94065, United States"
300 Oracle Parkway Redwood City CA,AA:BB:CC:DD:EE:C9,Oracle4_7,37.531192,-122.264645,"300 Oracle Parkway, Redwood City, California 94065, United States"
400 Oracle Parkway Redwood City CA,AA:BB:CC:DD:EE:CA,Oracle5_7,37.530844,-122.263484,"400 Oracle Parkway, Redwood City, California 94065, United States"
600 Oracle Parkway Redwood City CA,AA:BB:CC:DD:EE:CB,Oracle6_7,37.52981,-122.26198,"600 Oracle Parkway, Redwood City, California 94065, United States"
700 Oracle Parkway Redwood City CA,AA:BB:CC:DD:EE:CC,Oracle7_7,37.530014,-122.260626,"700 Oracle Parkway, Redwood City, California 94065, United States"
800 Oracle Parkway Redwood City CA,AA:BB:CC:DD:EE:CD,Oracle8_7,37.529531,-122.260512,"800 Oracle Parkway, Redwood City, California 94065, United States"
900 Oracle Parkway Redwood City CA,AA:BB:CC:DD:EE:CE,Oracle9_7,37.529173,-122.260178,"900 Oracle Parkway, Redwood City, California 94065, United States"
1000 Oracle Parkway Redwood City CA,AA:BB:CC:DD:EE:CF,Oracle10_7,37.528699,-122.260069,"1000 Oracle Parkway, Redwood City, California 94065, United States"
1 CNN Center Atlanta GA,AA:BB:CC:DD:EE:D0,CNN_7,33.757489,-84.394522,"1 Cnn Ctr NW, Atlanta, Georgia 30303, United States"
30 Rockefeller Plaza New York NY,AA:BB:CC:DD:EE:D1,NBC_7,40.759281,-73.979808,"30 Rockefeller Plaza, New York, New York 10112, United States"
77 W 66th St New York NY,AA:BB:CC:DD:EE:D2,ABC_7,40.773437,-73.980607,"77 West 66th Street, New York, New York 10023, United States"
51 W 52nd St New York NY,AA:BB:CC:DD:EE:D3,CBS_7,40.761169,-73.978812,"51 West 52nd Street, New York, New York 10019, United States"
1211 Avenue of the Americas New York NY,AA:BB:CC:DD:EE:D4,Fox_7,40.758599,-73.982236,"1211 Sixth Avenue, New York, New York 10022, United States"
1 Time Warner Center New York NY,AA:BB:CC:DD:EE:D5,TimeWarner_7,40.767972,-73.982924,"1 Time Warner Ctr, New York, New York 10019, United States"
1 AT&T Plaza Dallas TX,AA:BB:CC:DD:EE:D6,ATT_7,32.781339,-96.799759,"Dallas, Texas, United States"
1095 Avenue of the Americas New York NY,AA:BB:CC:DD:EE:D7,Verizon_7,40.75466,-73.984732,"1095 Sixth Avenue, New York, New York 10036, United States"
600 New Jersey Ave NW Washington DC,AA:BB:CC:DD:EE:D8,Sprint_7,38.89784,-77.0126,"600 New Jersey Avenue Northwest, Washington, District of Columbia 20001, United States"
6200 Sprint Pkwy Overland Park KS,AA:BB:CC:DD:EE:D9,SprintHQ_7,38.915579,-94.658709,"6200 Sprint Pkwy, Overland Park, Kansas 66211, United States"
1 Coca Cola Plaza Atlanta GA,AA:BB:CC:DD:EE:DA,CocaCola_7,33.771079,-84.396874,"1 Coca Cola Plz NW, Atlanta, Georgia 30313, United States"
1 Pepsi Way Purchase NY,AA:BB:CC:DD:EE:DB,Pepsi_7,41.511772,-74.052587,"1 Pepsi Way, Newburgh, New York 12550, United States"
1 Dr Pepper Way Plano TX,AA:BB:CC:DD:EE:DC,DrPepper_7,33.019677,-96.699236,"Plano, Texas, United States"
1 Monster Way Corona CA,AA:BB:CC:DD:EE:DD,Monster_7,33.886641,-117.513232,"1 Monster Way, Corona, California 92879, United States"
1 Red Bull Way Santa Monica CA,AA:BB:CC:DD:EE:DE,RedBull_7,37.754446,-121.371036,"Banta, California, United States"
1 Starbucks Way Seattle WA,AA:BB:CC:DD:EE:DF,Starbucks_7,46.519321,-118.12762,"Starbuck, Washington, United States"
1 Dunkin Way Canton MA,AA:BB:CC:DD:EE:E0,Dunkin_7,44.023054,-70.657049,"1 Dunkin Way, Bridgton, Maine 04009, United States"
1 McDonalds Plaza Oak Brook IL,AA:BB:CC:DD:EE:E1,McDonalds_7,41.832871,-87.928694,"Oak Brook, Illinois, United States"
1 Burger King Way Miami FL,AA:BB:CC:DD:EE:E2,BurgerKing_7,25.773357,-80.1919,"Miami, Florida, United States"
1 Wendys Way Dublin OH,AA:BB:CC:DD:EE:E3,Wendys_7,39.642213,-84.237621,"1 Wendy Way, West Carrollton, Ohio 45449, United States"
1 Taco Bell Way Irvine CA,AA:BB:CC:DD:EE:E4,TacoBell_7,33.684617,-117.82634,"Irvine, California, United States"
1 KFC Way Louisville KY,AA:BB:CC:DD:EE:E5,KFC_7,38.253246,-85.758804,"Louisville, Kentucky, United States"
1 Pizza Hut Way Plano TX,AA:BB:CC:DD:EE:E6,PizzaHut_7,33.019677,-96.699236,"Plano, Texas, United States"
1 Dominos Way Ann Arbor MI,AA:BB:CC:DD:EE:E7,Dominos_7,42.281424,-83.748499,"Ann Arbor, Michigan, United States"
1 Papa Johns Way Louisville KY,AA:BB:CC:DD:EE:E8,PapaJohns_7,38.253246,-85.758804,"Louisville, Kentucky, United States"
1 Subway Way Milford CT,AA:BB:CC:DD:EE:E9,Subway_7,41.222399,-73.056719,"Milford, Connecticut, United States"
1 Chipotle Way Newport Beach CA,AA:BB:CC:DD:EE:EA,Chipotle_7,33.617991,-117.930145,"Newport Beach, California, United States"
1 Panera Way St Louis MO,AA:BB:CC:DD:EE:EB,Panera_7,38.627464,-90.19835,"St. Louis, Missouri, United States"
1 Chick-fil-A Way Atlanta GA,AA:BB:CC:DD:EE:EC,ChickfilA_7,33.750801,-84.389855,"Atlanta, Georgia, United States"
1 In-N-Out Way Irvine CA,AA:BB:CC:DD:EE:ED,InNOut_7,33.684617,-117.82634,"Irvine, California, United States"
1 Five Guys Way Lorton VA,AA:BB:CC:DD:EE:EE,FiveGuys_7,38.704564,-77.219518,"Lorton, Virginia, United States"
1 Shake Shack Way New York NY,AA:BB:CC:DD:EE:EF,ShakeShack_7,40.712749,-74.005994,"New York, New York, United States"
1 White Castle Way Columbus OH,AA:BB:CC:DD:EE:F0,WhiteCastle_7,39.962232,-83.000642,"Columbus, Ohio, United States"
1 Sonic Way Oklahoma City OK,AA:BB:CC:DD:EE:F1,Sonic_7,35.46883,-97.517981,"Oklahoma City, Oklahoma, United States"
1 Arbys Way Atlanta GA,AA:BB:CC:DD:EE:F2,Arbys_7,33.750801,-84.389855,"Atlanta, Georgia, United States"
